GeneName	GeneID	EventNumber	EventType	GPos	Path.1	Path.2	Path.Reference	tran_P1	tran_P2	tran_Ref
ENSG00000130762.14_4	88	4	Alternative First Exon	1:3467168-3468880	7-7,7-8	6-6,6-8	8-8,8-9,9-9,9-13	ENST00000445297.5	ENST00000378371.6|ENST00000378378.8|ENST00000378373.5	ENST00000445297.5|ENST00000378378.8|ENST00000378373.5|ENST00000378371.6
ENSG00000130762.14_6	88	6	Complex Event	1:3478026-3478424	19-20,20-20,20-21	19-21	17-18,18-18,18-19,19-19,21-21,21-22,22-22,22-23,23-23,23-24,24-24	ENST00000485984.1	ENST00000378378.8|ENST00000378373.5|ENST00000378371.6	ENST00000378378.8|ENST00000378373.5|ENST00000378371.6|ENST00000485984.1
ENSG00000158109.14_2	90	2	Complex Event	1:3625515-3627500	3-4,4-4,4-5	3-5	2-2,2-3,3-3,5-5,5-6,6-6	ENST00000378344.6	ENST00000344579.5	ENST00000378344.6|ENST00000344579.5
ENSG00000078900.14_5	91	5	Alternative First Exon	1:3707791-3727628	10-12,12-12,12-13,13-13,13-14,14-14,14-16	15-15,15-16	16-16,16-17,17-17,17-18,18-18	ENST00000378295.8|ENST00000604074.5|ENST00000354437.8|ENST00000346387.8|ENST00000357733.7|ENST00000603362.5|ENST00000604479.5|ENST00000378280.5|ENST00000378285.5|ENST00000378288.8|ENST00000603364.5|ENST00000378290.4	ENST00000604566.1	ENST00000604566.1|ENST00000378295.8|ENST00000604074.5|ENST00000354437.8|ENST00000346387.8|ENST00000357733.7|ENST00000603362.5|ENST00000604479.5|ENST00000378280.5|ENST00000378285.5|ENST00000378288.8|ENST00000603364.5|ENST00000378290.4
ENSG00000078900.14_6	91	6	Alternative Last Exon	1:3729448-3733079	18-19,19-19	23-23	16-16,16-17,17-17,17-18,18-18	ENST00000603364.5	ENST00000378295.8|ENST00000604074.5|ENST00000378288.8|ENST00000346387.8|ENST00000357733.7|ENST00000604566.1|ENST00000354437.8|ENST00000378280.5|ENST00000378285.5|ENST00000378290.4|ENST00000603362.5|ENST00000604479.5	ENST00000604566.1|ENST00000378295.8|ENST00000604074.5|ENST00000354437.8|ENST00000346387.8|ENST00000357733.7|ENST00000603362.5|ENST00000604479.5|ENST00000378280.5|ENST00000378285.5|ENST00000378288.8|ENST00000603364.5|ENST00000378290.4
ENSG00000078900.14_7	91	7	Complex Event	1:3729448-3731463	21-22	18-22	22-22,22-23	ENST00000378295.8|ENST00000378280.5|ENST00000378288.8|ENST00000378290.4|ENST00000604566.1	ENST00000346387.8|ENST00000604479.5	ENST00000378295.8|ENST00000346387.8|ENST00000604479.5|ENST00000378280.5|ENST00000378288.8|ENST00000378290.4|ENST00000604566.1
ENSG00000078900.14_11	91	11	Alternative Last Exon	1:3707791-3727628	10-12,12-12,12-13,13-13,13-14,14-14,14-16	10-11,11-11	10-10	ENST00000378295.8|ENST00000604074.5|ENST00000354437.8|ENST00000346387.8|ENST00000357733.7|ENST00000603362.5|ENST00000604479.5|ENST00000378280.5|ENST00000378285.5|ENST00000378288.8|ENST00000603364.5|ENST00000378290.4	ENST00000604194.1	ENST00000604194.1|ENST00000378295.8|ENST00000604074.5|ENST00000354437.8|ENST00000346387.8|ENST00000357733.7|ENST00000603362.5|ENST00000604479.5|ENST00000378280.5|ENST00000378285.5|ENST00000378288.8|ENST00000603364.5|ENST00000378290.4
ENSG00000078900.14_12	91	12	Complex Event	1:3729448-3730927	18-20,20-20,20-21	18-21	21-21	ENST00000378295.8|ENST00000354437.8|ENST00000378285.5|ENST00000378288.8|ENST00000378290.4	ENST00000357733.7|ENST00000603362.5|ENST00000378280.5|ENST00000604566.1	ENST00000378295.8|ENST00000354437.8|ENST00000357733.7|ENST00000603362.5|ENST00000378280.5|ENST00000378285.5|ENST00000378288.8|ENST00000378290.4|ENST00000604566.1
ENSG00000078900.14_13	91	13	Complex Event	1:3731065-3732747	21-23	21-22	21-21	ENST00000354437.8|ENST00000357733.7|ENST00000603362.5|ENST00000378285.5	ENST00000378295.8|ENST00000378280.5|ENST00000378288.8|ENST00000378290.4|ENST00000604566.1	ENST00000378295.8|ENST00000354437.8|ENST00000357733.7|ENST00000603362.5|ENST00000378280.5|ENST00000378285.5|ENST00000378288.8|ENST00000378290.4|ENST00000604566.1
ENSG00000162592.8_2	93	2	Complex Event	1:3755567-3756752	4-5,5-5,5-6	4-6	2-2,2-3,3-3,3-4,4-4,6-6,6-7,7-7,7-8,8-8,10-10,10-11,11-11,11-12,12-12,12-13,13-13,13-14,14-14,14-15,15-15	ENST00000294600.6	ENST00000462521.2	ENST00000294600.6|ENST00000462521.2
ENSG00000162592.8_3	93	3	Complex Event	1:3762712-3763108	8-9,9-9,9-10	8-10	2-2,2-3,3-3,3-4,4-4,6-6,6-7,7-7,7-8,8-8,10-10,10-11,11-11,11-12,12-12,12-13,13-13,13-14,14-14,14-15,15-15	ENST00000462521.2	ENST00000294600.6	ENST00000294600.6|ENST00000462521.2
ENSG00000235169.7_3	94	3	Alternative Last Exon	1:3775483-3775982	6-8,8-8	6-7,7-7	5-6,6-6	ENST00000444870.6	ENST00000561886.1	ENST00000444870.6|ENST00000561886.1
ENSG00000235169.7_5	94	5	Alternative 5' Splice Site	1:3772841-3773063	2-3,3-3,3-4	2-4	2-2	ENST00000452264.1	ENST00000444870.6	ENST00000444870.6|ENST00000452264.1
ENSG00000169598.15_7	97	7	Complex Event	1:3858851-3872484	9-10,10-10	9-21	8-9,9-9	ENST00000338895.7|ENST00000468793.5|ENST00000475969.5	ENST00000341385.4	ENST00000338895.7|ENST00000468793.5|ENST00000475969.5|ENST00000341385.4
ENSG00000169598.15_9	97	9	Complex Event	1:3858866-3865812	10-15	10-14	9-10,10-10	ENST00000468793.5|ENST00000475969.5	ENST00000338895.7	ENST00000338895.7|ENST00000468793.5|ENST00000475969.5
ENSG00000169598.15_10	97	10	Alternative First Exon	1:3865812-3867974	17-17,17-18	15-15	18-18,18-19,19-19,19-20,20-20,20-21	ENST00000481945.1	ENST00000339350.7|ENST00000338895.7|ENST00000378206.5|ENST00000378209.7|ENST00000491998.5|ENST00000468793.5|ENST00000477548.5|ENST00000475969.5	ENST00000481945.1|ENST00000338895.7|ENST00000378209.7|ENST00000491998.5|ENST00000468793.5|ENST00000339350.7|ENST00000477548.5|ENST00000378206.5|ENST00000475969.5
ENSG00000169598.15_11	97	11	Complex Event	1:3872572-3883507	22-23,23-23,23-24	22-24	21-22,22-22,24-24	ENST00000491998.5	ENST00000338895.7|ENST00000378209.7|ENST00000468793.5|ENST00000339350.7|ENST00000477548.5|ENST00000378206.5|ENST00000475969.5|ENST00000341385.4	ENST00000338895.7|ENST00000378209.7|ENST00000491998.5|ENST00000468793.5|ENST00000339350.7|ENST00000477548.5|ENST00000378206.5|ENST00000475969.5|ENST00000341385.4
ENSG00000169598.15_13	97	13	Complex Event	1:3866000-3867974	15-16,16-16,16-18	15-18	15-15	ENST00000468793.5	ENST00000338895.7|ENST00000378209.7|ENST00000491998.5|ENST00000339350.7|ENST00000477548.5|ENST00000378206.5|ENST00000475969.5	ENST00000339350.7|ENST00000338895.7|ENST00000378206.5|ENST00000378209.7|ENST00000491998.5|ENST00000468793.5|ENST00000477548.5|ENST00000475969.5
ENSG00000169598.15_14	97	14	Complex Event	1:3858851-3872484	18-18,18-19,19-19,19-20,20-20,20-21	9-21	21-21	ENST00000481945.1|ENST00000338895.7|ENST00000378209.7|ENST00000491998.5|ENST00000468793.5|ENST00000339350.7|ENST00000477548.5|ENST00000378206.5|ENST00000475969.5	ENST00000341385.4	ENST00000338895.7|ENST00000378209.7|ENST00000491998.5|ENST00000468793.5|ENST00000339350.7|ENST00000477548.5|ENST00000378206.5|ENST00000475969.5|ENST00000481945.1|ENST00000341385.4
ENSG00000169598.15_17	97	17	Complex Event	1:3883800-3885038	25-26,26-26,26-27	25-27	25-25,27-27	ENST00000338895.7|ENST00000378209.7|ENST00000491998.5|ENST00000468793.5|ENST00000339350.7|ENST00000477548.5|ENST00000378206.5|ENST00000475969.5	ENST00000461150.1	ENST00000378209.7|ENST00000491998.5|ENST00000468793.5|ENST00000339350.7|ENST00000477548.5|ENST00000378206.5|ENST00000475969.5|ENST00000338895.7|ENST00000461150.1
ENSG00000236423.5_2	98	2	Alternative Last Exon	1:3904036-3914395	4-6,6-6,6-7	4-5,5-5	3-4,4-4	ENST00000439488.1	ENST00000413332.5	ENST00000413332.5|ENST00000439488.1
ENSG00000236423.5_4	98	4	Complex Event	1:3900631-3914395	3-4,4-4	3-7	3-3	ENST00000413332.5|ENST00000439488.1	ENST00000442673.1	ENST00000413332.5|ENST00000442673.1|ENST00000439488.1
ENSG00000236423.5_5	98	5	Alternative Last Exon	1:3904036-3915447	4-5,5-5	7-7	3-3	ENST00000413332.5	ENST00000442673.1|ENST00000439488.1	ENST00000413332.5|ENST00000442673.1|ENST00000439488.1
ENSG00000236423.5_6	98	6	Complex Event	1:3900631-3914395	4-6,6-6,6-7	3-7	7-7	ENST00000439488.1	ENST00000442673.1	ENST00000442673.1|ENST00000439488.1
ENSG00000235054.3_4	100	4	Complex Event	1:4412349-4415553	4-5,5-5,5-6	4-6	4-4,6-6,6-7	ENST00000423197.2	ENST00000635002.1|ENST00000635312.1|ENST00000633821.1	ENST00000635002.1|ENST00000423197.2|ENST00000635312.1|ENST00000633821.1
ENSG00000235054.3_5	100	5	Complex Event	1:4416548-4423054	9-10,10-10,10-11	7-11	11-11,11-12	ENST00000423197.2|ENST00000635642.1	ENST00000635312.1	ENST00000423197.2|ENST00000635642.1|ENST00000635312.1
ENSG00000235054.3_6	100	6	Complex Event	1:4416548-4423348	11-11,11-12	7-12	12-12,12-13,13-13	ENST00000423197.2|ENST00000635642.1|ENST00000635312.1	ENST00000635002.1	ENST00000635002.1|ENST00000423197.2|ENST00000635312.1|ENST00000635642.1
ENSG00000235054.3_10	100	10	Complex Event	1:4416548-4422876	7-8,8-8,8-9	7-9	9-9	ENST00000423197.2|ENST00000633821.1	ENST00000635642.1	ENST00000423197.2|ENST00000633821.1|ENST00000635642.1
